Second,Volt,Volt2,
2.41600e-02,2.00e+00,1.84e-01, 
2.42600e-02,2.00e+00,1.62e-01, 
2.43600e-02,2.00e+00,1.83e-01, 
2.44600e-02,2.20e+00,1.61e-01, 
2.45600e-02,2.20e+00,1.84e-01, 
2.46600e-02,2.40e+00,1.61e-01, 
2.47600e-02,2.40e+00,1.86e-01, 
2.48600e-02,2.60e+00,1.62e-01, 
2.49600e-02,2.60e+00,1.64e-01, 
2.50600e-02,2.80e+00,1.88e-01, 
2.51600e-02,2.80e+00,1.62e-01, 
2.52600e-02,2.80e+00,1.84e-01, 
2.53600e-02,2.80e+00,1.63e-01, 
2.54600e-02,3.00e+00,1.87e-01, 
2.55600e-02,3.00e+00,1.63e-01, 
2.56600e-02,3.20e+00,1.87e-01, 
2.57600e-02,3.20e+00,1.89e-01, 
