Second,Volt,Volt2,
3.00000e-04,2.20e+00,1.86e-01, 
3.04000e-04,2.20e+00,1.86e-01, 
3.08000e-04,2.26e+00,1.82e-01, 
3.12000e-04,2.20e+00,1.83e-01, 
3.16000e-04,2.26e+00,1.79e-01, 
3.20000e-04,2.26e+00,1.79e-01, 
3.24000e-04,2.22e+00,1.76e-01, 
3.28000e-04,2.28e+00,1.74e-01, 
3.32000e-04,2.22e+00,1.76e-01, 
3.36000e-04,2.24e+00,1.73e-01, 
3.40000e-04,2.28e+00,1.77e-01, 
3.44000e-04,2.28e+00,1.75e-01, 
3.48000e-04,2.24e+00,1.73e-01, 
3.52000e-04,2.26e+00,1.75e-01, 
3.56000e-04,2.28e+00,1.77e-01, 
3.60000e-04,2.28e+00,1.75e-01, 
3.64000e-04,2.26e+00,1.82e-01, 
3.68000e-04,2.30e+00,1.80e-01, 
3.72000e-04,2.26e+00,1.83e-01, 
3.76000e-04,2.28e+00,1.84e-01, 
3.80000e-04,2.28e+00,1.90e-01, 
3.84000e-04,2.28e+00,1.88e-01, 
3.88000e-04,2.30e+00,1.91e-01, 
3.92000e-04,2.28e+00,1.90e-01, 
3.96000e-04,2.32e+00,1.93e-01, 
4.00000e-04,2.28e+00,1.94e-01, 
4.04000e-04,2.32e+00,1.90e-01, 
4.08000e-04,2.30e+00,1.90e-01, 
4.12000e-04,2.28e+00,1.92e-01, 
4.16000e-04,2.34e+00,1.92e-01, 
4.20000e-04,2.28e+00,1.89e-01, 
4.24000e-04,2.30e+00,1.89e-01, 
4.28000e-04,2.34e+00,1.86e-01, 
4.32000e-04,2.32e+00,1.86e-01, 
4.36000e-04,2.28e+00,1.80e-01, 
4.40000e-04,2.34e+00,1.82e-01, 
4.44000e-04,2.32e+00,1.79e-01, 
4.48000e-04,2.34e+00,1.80e-01, 
4.52000e-04,2.32e+00,1.74e-01, 
4.56000e-04,2.36e+00,1.76e-01, 
4.60000e-04,2.32e+00,1.72e-01, 
4.64000e-04,2.32e+00,1.75e-01, 
4.68000e-04,2.36e+00,1.72e-01, 
4.72000e-04,2.34e+00,1.73e-01, 
4.76000e-04,2.36e+00,1.76e-01, 
4.80000e-04,2.34e+00,1.74e-01, 
4.84000e-04,2.36e+00,1.79e-01, 
4.88000e-04,2.38e+00,1.78e-01, 
4.92000e-04,2.34e+00,1.83e-01, 
4.96000e-04,2.34e+00,1.80e-01, 
5.00000e-04,2.40e+00,1.84e-01, 
5.04000e-04,2.40e+00,1.84e-01, 
5.08000e-04,2.36e+00,1.88e-01, 
5.12000e-04,2.36e+00,1.88e-01, 
5.16000e-04,2.40e+00,1.92e-01, 
5.20000e-04,2.42e+00,1.92e-01, 
5.24000e-04,2.36e+00,1.90e-01, 
5.28000e-04,2.40e+00,1.93e-01, 
5.32000e-04,2.34e+00,1.90e-01, 
5.36000e-04,2.42e+00,1.92e-01, 
5.40000e-04,2.36e+00,1.89e-01, 
5.44000e-04,2.42e+00,1.93e-01, 
5.48000e-04,2.38e+00,1.89e-01, 
5.52000e-04,2.42e+00,1.91e-01, 
5.56000e-04,2.40e+00,1.86e-01, 
5.60000e-04,2.40e+00,1.86e-01, 
5.64000e-04,2.44e+00,1.82e-01, 
5.68000e-04,2.42e+00,1.82e-01, 
5.72000e-04,2.40e+00,1.78e-01, 
5.76000e-04,2.44e+00,1.79e-01, 
5.80000e-04,2.40e+00,1.76e-01, 
5.84000e-04,2.42e+00,1.77e-01, 
5.88000e-04,2.46e+00,1.74e-01, 
5.92000e-04,2.42e+00,1.76e-01, 
5.96000e-04,2.46e+00,1.73e-01, 
6.00000e-04,2.42e+00,1.73e-01, 
6.04000e-04,2.46e+00,1.76e-01, 
6.08000e-04,2.42e+00,1.76e-01, 
6.12000e-04,2.46e+00,1.79e-01, 
6.16000e-04,2.46e+00,1.77e-01, 
6.20000e-04,2.48e+00,1.80e-01, 
6.24000e-04,2.44e+00,1.79e-01, 
6.28000e-04,2.48e+00,1.84e-01, 
6.32000e-04,2.48e+00,1.83e-01, 
6.36000e-04,2.46e+00,1.88e-01, 
6.40000e-04,2.48e+00,1.87e-01, 
6.44000e-04,2.44e+00,1.91e-01, 
6.48000e-04,2.48e+00,1.90e-01, 
6.52000e-04,2.46e+00,1.93e-01, 
6.56000e-04,2.48e+00,1.93e-01, 
6.60000e-04,2.46e+00,1.91e-01, 
6.64000e-04,2.48e+00,1.93e-01, 
6.68000e-04,2.50e+00,1.91e-01, 
6.72000e-04,2.48e+00,1.93e-01, 
6.76000e-04,2.50e+00,1.90e-01, 
6.80000e-04,2.48e+00,1.89e-01, 
6.84000e-04,2.54e+00,1.86e-01, 
6.88000e-04,2.52e+00,1.86e-01, 
6.92000e-04,2.48e+00,1.84e-01, 
6.96000e-04,2.48e+00,1.83e-01, 
7.00000e-04,2.54e+00,1.79e-01, 
7.04000e-04,2.50e+00,1.80e-01, 
7.08000e-04,2.54e+00,1.76e-01, 
7.12000e-04,2.54e+00,1.74e-01, 
7.16000e-04,2.50e+00,1.77e-01, 
7.20000e-04,2.50e+00,1.77e-01, 
7.24000e-04,2.56e+00,1.73e-01, 
7.28000e-04,2.52e+00,1.74e-01, 
7.32000e-04,2.56e+00,1.76e-01, 
7.36000e-04,2.56e+00,1.77e-01, 
7.40000e-04,2.52e+00,1.73e-01, 
7.44000e-04,2.52e+00,1.76e-01, 
7.48000e-04,2.56e+00,1.80e-01, 
7.52000e-04,2.54e+00,1.78e-01, 
7.56000e-04,2.56e+00,1.83e-01, 
7.60000e-04,2.56e+00,1.82e-01, 
7.64000e-04,2.56e+00,1.87e-01, 
7.68000e-04,2.58e+00,1.85e-01, 
7.72000e-04,2.56e+00,1.89e-01, 
7.76000e-04,2.56e+00,1.87e-01, 
7.80000e-04,2.58e+00,1.92e-01, 
7.84000e-04,2.56e+00,1.90e-01, 
7.88000e-04,2.58e+00,1.94e-01, 
7.92000e-04,2.56e+00,1.94e-01, 
7.96000e-04,2.60e+00,1.90e-01, 
8.00000e-04,2.56e+00,1.92e-01, 
8.04000e-04,2.62e+00,1.94e-01, 
8.08000e-04,2.58e+00,1.92e-01, 
8.12000e-04,2.60e+00,1.88e-01, 
8.16000e-04,2.58e+00,1.90e-01, 
