Second,Volt,Volt2,
-1.49360e-04,-8.00e-02,1.72e-01, 
-1.49160e-04,-6.00e-02,1.73e-01, 
-1.48960e-04,-4.00e-02,1.72e-01, 
-1.48760e-04,-1.00e-01,1.73e-01, 
-1.48560e-04,-8.00e-02,1.72e-01, 
-1.48360e-04,-4.00e-02,1.73e-01, 
-1.48160e-04,-8.00e-02,1.73e-01, 
-1.47960e-04,-4.00e-02,1.71e-01, 
-1.47760e-04,-4.00e-02,1.71e-01, 
-1.47560e-04,-8.00e-02,1.72e-01, 
-1.47360e-04,-8.00e-02,1.72e-01, 
-1.47160e-04,-4.00e-02,1.74e-01, 
-1.46960e-04,-8.00e-02,1.73e-01, 
-1.46760e-04,-4.00e-02,1.74e-01, 
-1.46560e-04,-4.00e-02,1.74e-01, 
-1.46360e-04,-8.00e-02,1.73e-01, 
-1.46160e-04,-4.00e-02,1.74e-01, 
-1.45960e-04,-6.00e-02,1.72e-01, 
-1.45760e-04,-4.00e-02,1.72e-01, 
-1.45560e-04,-4.00e-02,1.73e-01, 
-1.45360e-04,-6.00e-02,1.72e-01, 
-1.45160e-04,-2.00e-02,1.73e-01, 
-1.44960e-04,-6.00e-02,1.71e-01, 
-1.44760e-04,-2.00e-02,1.73e-01, 
-1.44560e-04,-6.00e-02,1.73e-01, 
-1.44360e-04,-2.00e-02,1.74e-01, 
-1.44160e-04,-4.00e-02,1.73e-01, 
-1.43960e-04,-2.00e-02,1.74e-01, 
-1.43760e-04,-2.00e-02,1.74e-01, 
-1.43560e-04,-4.00e-02,1.72e-01, 
-1.43360e-04,-4.00e-02,1.74e-01, 
-1.43160e-04,-2.00e-02,1.72e-01, 
-1.42960e-04,-2.00e-02,1.73e-01, 
-1.42760e-04,-4.00e-02,1.72e-01, 
-1.42560e-04,-4.00e-02,1.74e-01, 
-1.42360e-04,-2.00e-02,1.73e-01, 
-1.42160e-04,-4.00e-02,1.74e-01, 
-1.41960e-04,-2.00e-02,1.72e-01, 
-1.41760e-04,0.00e+00,1.72e-01, 
-1.41560e-04,-4.00e-02,1.74e-01, 
-1.41360e-04,-2.00e-02,1.73e-01, 
-1.41160e-04,-4.00e-02,1.74e-01, 
-1.40960e-04,-4.00e-02,1.73e-01, 
-1.40760e-04,0.00e+00,1.74e-01, 
-1.40560e-04,-2.00e-02,1.74e-01, 
-1.40360e-04,2.00e-02,1.75e-01, 
-1.40160e-04,-2.00e-02,1.74e-01, 
