Freq,,Amp,,
                1000,Hz,              -30.60, dBm,
                3665,Hz,              -54.11, dBm,
                6330,Hz,              -61.29, dBm,
                8995,Hz,              -70.66, dBm,
               11660,Hz,              -73.00, dBm,
               14325,Hz,              -71.71, dBm,
               16990,Hz,              -71.13, dBm,
               19655,Hz,              -75.77, dBm,
               22320,Hz,              -72.22, dBm,
               24985,Hz,              -73.37, dBm,
               27650,Hz,              -79.08, dBm,
               30315,Hz,              -75.92, dBm,
               32980,Hz,              -78.05, dBm,
               35645,Hz,              -76.92, dBm,
               38310,Hz,              -77.83, dBm,
               40975,Hz,              -80.49, dBm,
               43640,Hz,              -78.23, dBm,
               46305,Hz,              -78.66, dBm,
               48970,Hz,              -79.61, dBm,
               51635,Hz,              -71.49, dBm,
               54300,Hz,              -77.28, dBm,
               56965,Hz,              -78.36, dBm,
               59630,Hz,              -74.66, dBm,
               62295,Hz,              -79.85, dBm,
               64960,Hz,              -80.10, dBm,
               67625,Hz,              -77.08, dBm,
               70290,Hz,              -79.50, dBm,
               72955,Hz,              -81.72, dBm,
               75620,Hz,              -79.51, dBm,
               78285,Hz,              -75.27, dBm,
               80950,Hz,              -74.07, dBm,
               83615,Hz,              -75.09, dBm,
               86280,Hz,              -74.15, dBm,
               88945,Hz,              -78.16, dBm,
               91610,Hz,              -75.70, dBm,
               94275,Hz,              -75.34, dBm,
               96940,Hz,              -78.73, dBm,
               99605,Hz,              -76.98, dBm,
              102270,Hz,              -76.80, dBm,
              104935,Hz,              -79.04, dBm,
              107600,Hz,              -79.49, dBm,
              110265,Hz,              -78.10, dBm,
              112930,Hz,              -73.46, dBm,
              115595,Hz,              -78.69, dBm,
              118260,Hz,              -77.01, dBm,
              120925,Hz,              -76.66, dBm,
              123590,Hz,              -76.77, dBm,
              126255,Hz,              -79.06, dBm,
              128920,Hz,              -80.86, dBm,
              131585,Hz,              -81.57, dBm,
              134250,Hz,              -77.07, dBm,
              136915,Hz,              -77.23, dBm,
              139580,Hz,              -79.50, dBm,
              142245,Hz,              -79.91, dBm,
              144910,Hz,              -77.11, dBm,
              147575,Hz,              -77.08, dBm,
              150240,Hz,              -83.98, dBm,
              152905,Hz,              -78.70, dBm,
              155570,Hz,              -80.98, dBm,
              158235,Hz,              -75.80, dBm,
              160900,Hz,              -81.77, dBm,
              163565,Hz,              -79.72, dBm,
              166230,Hz,              -80.33, dBm,
              168895,Hz,              -82.02, dBm,
              171560,Hz,              -83.55, dBm,
              174225,Hz,              -81.31, dBm,
              176890,Hz,              -82.24, dBm,
              179555,Hz,              -79.28, dBm,
              182220,Hz,              -77.71, dBm,
              184885,Hz,              -82.42, dBm,
              187550,Hz,              -78.07, dBm,
              190215,Hz,              -83.24, dBm,
              192880,Hz,              -78.94, dBm,
              195545,Hz,              -78.73, dBm,
              198210,Hz,              -82.10, dBm,
              200875,Hz,              -81.72, dBm,
              203540,Hz,              -81.89, dBm,
              206205,Hz,              -81.35, dBm,
              208870,Hz,              -80.86, dBm,
              211535,Hz,              -81.22, dBm,
              214200,Hz,              -81.30, dBm,
              216865,Hz,              -83.86, dBm,
              219530,Hz,              -82.79, dBm,
              222195,Hz,              -81.48, dBm,
              224860,Hz,              -81.30, dBm,
              227525,Hz,              -78.70, dBm,
              230190,Hz,              -82.71, dBm,
              232855,Hz,              -83.54, dBm,
              235520,Hz,              -82.25, dBm,
              238185,Hz,              -71.01, dBm,
              240850,Hz,              -71.01, dBm,
              243515,Hz,              -77.36, dBm,
              246180,Hz,              -72.67, dBm,
              248845,Hz,              -77.23, dBm,
              251510,Hz,              -76.98, dBm,
              254175,Hz,              -78.39, dBm,
              256840,Hz,              -76.59, dBm,
              259505,Hz,              -84.60, dBm,
              262170,Hz,              -81.51, dBm,
              264835,Hz,              -76.85, dBm,
              267500,Hz,              -83.25, dBm,
              270165,Hz,              -81.08, dBm,
              272830,Hz,              -80.38, dBm,
              275495,Hz,              -82.43, dBm,
              278160,Hz,              -84.29, dBm,
              280825,Hz,              -80.84, dBm,
              283490,Hz,              -82.49, dBm,
              286155,Hz,              -83.42, dBm,
              288820,Hz,              -80.16, dBm,
              291485,Hz,              -81.81, dBm,
              294150,Hz,              -82.56, dBm,
              296815,Hz,              -83.77, dBm,
              299480,Hz,              -80.37, dBm,
              302145,Hz,              -79.92, dBm,
              304810,Hz,              -81.82, dBm,
              307475,Hz,              -80.53, dBm,
              310140,Hz,              -80.57, dBm,
              312805,Hz,              -87.62, dBm,
              315470,Hz,              -83.81, dBm,
              318135,Hz,              -81.95, dBm,
              320800,Hz,              -80.14, dBm,
              323465,Hz,              -86.77, dBm,
              326130,Hz,              -83.35, dBm,
              328795,Hz,              -87.47, dBm,
              331460,Hz,              -87.56, dBm,
              334125,Hz,              -87.18, dBm,
              336790,Hz,              -83.64, dBm,
              339455,Hz,              -81.22, dBm,
              342120,Hz,              -83.20, dBm,
              344785,Hz,              -82.69, dBm,
              347450,Hz,              -81.48, dBm,
              350115,Hz,              -81.15, dBm,
              352780,Hz,              -84.19, dBm,
              355445,Hz,              -82.14, dBm,
              358110,Hz,              -84.46, dBm,
              360775,Hz,              -85.12, dBm,
              363440,Hz,              -82.23, dBm,
              366105,Hz,              -84.26, dBm,
              368770,Hz,              -85.74, dBm,
              371435,Hz,              -86.06, dBm,
              374100,Hz,              -86.93, dBm,
              376765,Hz,              -82.42, dBm,
              379430,Hz,              -86.98, dBm,
              382095,Hz,              -83.58, dBm,
              384760,Hz,              -87.82, dBm,
              387425,Hz,              -86.92, dBm,
              390090,Hz,              -83.48, dBm,
              392755,Hz,              -85.24, dBm,
              395420,Hz,              -83.88, dBm,
              398085,Hz,              -87.36, dBm,
              400750,Hz,              -86.92, dBm,
              403415,Hz,              -87.59, dBm,
              406080,Hz,              -89.44, dBm,
              408745,Hz,              -84.56, dBm,
              411410,Hz,              -86.01, dBm,
              414075,Hz,              -84.10, dBm,
              416740,Hz,              -82.77, dBm,
              419405,Hz,              -85.37, dBm,
              422070,Hz,              -85.39, dBm,
              424735,Hz,              -86.52, dBm,
              427400,Hz,              -86.95, dBm,
              430065,Hz,              -87.22, dBm,
              432730,Hz,              -90.99, dBm,
              435395,Hz,              -90.35, dBm,
              438060,Hz,              -84.09, dBm,
              440725,Hz,              -87.52, dBm,
              443390,Hz,              -89.25, dBm,
              446055,Hz,              -87.83, dBm,
              448720,Hz,              -86.60, dBm,
              451385,Hz,              -87.11, dBm,
              454050,Hz,              -84.74, dBm,
              456715,Hz,              -86.90, dBm,
              459380,Hz,              -85.19, dBm,
              462045,Hz,              -85.19, dBm,
              464710,Hz,              -81.71, dBm,
              467375,Hz,              -81.62, dBm,
              470040,Hz,              -90.27, dBm,
              472705,Hz,              -93.83, dBm,
              475370,Hz,              -86.60, dBm,
              478035,Hz,              -87.44, dBm,
              480700,Hz,              -83.98, dBm,
              483365,Hz,              -84.86, dBm,
              486030,Hz,              -83.82, dBm,
              488695,Hz,              -88.19, dBm,
              491360,Hz,              -86.11, dBm,
              494025,Hz,              -86.05, dBm,
              496690,Hz,              -87.68, dBm,
              499355,Hz,              -86.74, dBm,
              502020,Hz,              -89.47, dBm,
              504685,Hz,              -89.59, dBm,
              507350,Hz,              -86.95, dBm,
              510015,Hz,              -86.94, dBm,
              512680,Hz,              -89.65, dBm,
              515345,Hz,              -87.50, dBm,
              518010,Hz,              -86.75, dBm,
              520675,Hz,              -89.17, dBm,
              523340,Hz,              -85.20, dBm,
              526005,Hz,              -85.86, dBm,
              528670,Hz,              -87.14, dBm,
              531335,Hz,              -89.38, dBm,
              534000,Hz,              -87.95, dBm,
              536665,Hz,              -87.37, dBm,
              539330,Hz,              -84.24, dBm,
              541995,Hz,              -86.00, dBm,
              544660,Hz,              -89.87, dBm,
              547325,Hz,              -88.57, dBm,
              549990,Hz,              -88.69, dBm,
              552655,Hz,              -87.69, dBm,
              555320,Hz,              -87.74, dBm,
              557985,Hz,              -86.94, dBm,
              560650,Hz,              -86.38, dBm,
