Freq,,Amp,,
                1000,Hz,              -30.65, dBm,
                3665,Hz,              -52.57, dBm,
                6330,Hz,              -57.81, dBm,
                8995,Hz,              -70.67, dBm,
               11660,Hz,              -70.27, dBm,
               14325,Hz,              -68.90, dBm,
               16990,Hz,              -69.30, dBm,
               19655,Hz,              -75.21, dBm,
               22320,Hz,              -76.69, dBm,
               24985,Hz,              -77.68, dBm,
               27650,Hz,              -76.31, dBm,
               30315,Hz,              -76.69, dBm,
               32980,Hz,              -76.14, dBm,
               35645,Hz,              -79.11, dBm,
               38310,Hz,              -75.01, dBm,
               40975,Hz,              -75.41, dBm,
               43640,Hz,              -77.94, dBm,
               46305,Hz,              -72.17, dBm,
               48970,Hz,              -64.89, dBm,
               51635,Hz,              -54.94, dBm,
               54300,Hz,              -65.59, dBm,
               56965,Hz,              -72.35, dBm,
               59630,Hz,              -71.72, dBm,
               62295,Hz,              -73.04, dBm,
               64960,Hz,              -80.43, dBm,
               67625,Hz,              -81.86, dBm,
               70290,Hz,              -76.41, dBm,
               72955,Hz,              -75.98, dBm,
               75620,Hz,              -77.34, dBm,
               78285,Hz,              -76.55, dBm,
               80950,Hz,              -76.47, dBm,
               83615,Hz,              -75.28, dBm,
               86280,Hz,              -77.50, dBm,
               88945,Hz,              -77.26, dBm,
               91610,Hz,              -74.11, dBm,
               94275,Hz,              -73.92, dBm,
               96940,Hz,              -78.72, dBm,
               99605,Hz,              -82.02, dBm,
              102270,Hz,              -75.75, dBm,
              104935,Hz,              -75.91, dBm,
              107600,Hz,              -81.70, dBm,
              110265,Hz,              -79.31, dBm,
              112930,Hz,              -75.72, dBm,
              115595,Hz,              -76.97, dBm,
              118260,Hz,              -76.48, dBm,
              120925,Hz,              -75.95, dBm,
              123590,Hz,              -81.78, dBm,
              126255,Hz,              -76.99, dBm,
              128920,Hz,              -76.66, dBm,
              131585,Hz,              -79.42, dBm,
              134250,Hz,              -81.78, dBm,
              136915,Hz,              -74.49, dBm,
              139580,Hz,              -86.56, dBm,
              142245,Hz,              -77.58, dBm,
              144910,Hz,              -77.58, dBm,
              147575,Hz,              -77.20, dBm,
              150240,Hz,              -78.55, dBm,
              152905,Hz,              -81.56, dBm,
              155570,Hz,              -78.80, dBm,
              158235,Hz,              -80.05, dBm,
              160900,Hz,              -77.19, dBm,
              163565,Hz,              -79.14, dBm,
              166230,Hz,              -80.95, dBm,
              168895,Hz,              -78.78, dBm,
              171560,Hz,              -80.03, dBm,
              174225,Hz,              -84.34, dBm,
              176890,Hz,              -81.51, dBm,
              179555,Hz,              -78.71, dBm,
              182220,Hz,              -79.72, dBm,
              184885,Hz,              -82.20, dBm,
              187550,Hz,              -83.57, dBm,
              190215,Hz,              -83.63, dBm,
              192880,Hz,              -79.74, dBm,
              195545,Hz,              -83.65, dBm,
              198210,Hz,              -76.15, dBm,
              200875,Hz,              -80.10, dBm,
              203540,Hz,              -82.39, dBm,
              206205,Hz,              -83.42, dBm,
              208870,Hz,              -81.87, dBm,
              211535,Hz,              -83.47, dBm,
              214200,Hz,              -82.03, dBm,
              216865,Hz,              -81.57, dBm,
              219530,Hz,              -81.56, dBm,
              222195,Hz,              -78.27, dBm,
              224860,Hz,              -79.66, dBm,
              227525,Hz,              -81.92, dBm,
              230190,Hz,              -86.23, dBm,
              232855,Hz,              -79.22, dBm,
              235520,Hz,              -82.16, dBm,
              238185,Hz,              -83.93, dBm,
              240850,Hz,              -79.56, dBm,
              243515,Hz,              -76.96, dBm,
              246180,Hz,              -82.91, dBm,
              248845,Hz,              -80.68, dBm,
              251510,Hz,              -80.52, dBm,
              254175,Hz,              -80.15, dBm,
              256840,Hz,              -80.32, dBm,
              259505,Hz,              -79.93, dBm,
              262170,Hz,              -79.72, dBm,
              264835,Hz,              -77.68, dBm,
              267500,Hz,              -82.35, dBm,
              270165,Hz,              -76.65, dBm,
              272830,Hz,              -84.83, dBm,
              275495,Hz,              -85.24, dBm,
              278160,Hz,              -83.81, dBm,
              280825,Hz,              -84.40, dBm,
              283490,Hz,              -85.19, dBm,
              286155,Hz,              -85.55, dBm,
              288820,Hz,              -81.81, dBm,
