Freq,,Amp,,
                1000,Hz,              -65.62, dBm,
                1665,Hz,              -68.22, dBm,
                2330,Hz,              -66.53, dBm,
                2995,Hz,              -65.97, dBm,
                3660,Hz,              -65.95, dBm,
                4325,Hz,              -70.57, dBm,
                4990,Hz,              -70.53, dBm,
                5655,Hz,              -72.73, dBm,
                6320,Hz,              -70.17, dBm,
                6985,Hz,              -74.46, dBm,
                7650,Hz,              -73.32, dBm,
                8315,Hz,              -73.32, dBm,
                8980,Hz,              -78.26, dBm,
                9645,Hz,              -76.28, dBm,
               10310,Hz,              -79.84, dBm,
               10975,Hz,              -78.97, dBm,
               11640,Hz,              -79.10, dBm,
               12305,Hz,              -77.45, dBm,
               12970,Hz,              -76.68, dBm,
               13635,Hz,              -72.41, dBm,
               14300,Hz,              -62.82, dBm,
               14965,Hz,              -64.88, dBm,
               15630,Hz,              -77.09, dBm,
               16295,Hz,              -76.24, dBm,
               16960,Hz,              -76.93, dBm,
               17625,Hz,              -79.50, dBm,
               18290,Hz,              -82.74, dBm,
               18955,Hz,              -80.50, dBm,
               19620,Hz,              -78.70, dBm,
               20285,Hz,              -79.84, dBm,
               20950,Hz,              -80.58, dBm,
               21615,Hz,              -79.11, dBm,
               22280,Hz,              -81.34, dBm,
               22945,Hz,              -79.68, dBm,
               23610,Hz,              -78.60, dBm,
               24275,Hz,              -80.13, dBm,
               24940,Hz,              -79.35, dBm,
               25605,Hz,              -79.77, dBm,
               26270,Hz,              -81.12, dBm,
               26935,Hz,              -85.03, dBm,
               27600,Hz,              -81.58, dBm,
               28265,Hz,              -79.32, dBm,
               28930,Hz,              -84.50, dBm,
               29595,Hz,              -79.86, dBm,
               30260,Hz,              -81.27, dBm,
               30925,Hz,              -81.85, dBm,
               31590,Hz,              -82.58, dBm,
               32255,Hz,              -82.34, dBm,
               32920,Hz,              -79.02, dBm,
               33585,Hz,              -80.80, dBm,
               34250,Hz,              -80.74, dBm,
               34915,Hz,              -82.79, dBm,
               35580,Hz,              -79.58, dBm,
               36245,Hz,              -79.66, dBm,
               36910,Hz,              -84.56, dBm,
               37575,Hz,              -83.13, dBm,
               38240,Hz,              -83.26, dBm,
               38905,Hz,              -85.17, dBm,
               39570,Hz,              -82.44, dBm,
               40235,Hz,              -80.69, dBm,
               40900,Hz,              -80.86, dBm,
               41565,Hz,              -86.84, dBm,
               42230,Hz,              -82.18, dBm,
               42895,Hz,              -80.21, dBm,
               43560,Hz,              -83.42, dBm,
               44225,Hz,              -84.18, dBm,
               44890,Hz,              -85.51, dBm,
               45555,Hz,              -83.34, dBm,
               46220,Hz,              -81.05, dBm,
               46885,Hz,              -85.76, dBm,
               47550,Hz,              -80.27, dBm,
               48215,Hz,              -80.35, dBm,
