Freq,,Amp,,
                1000,Hz,              -67.78, dBm,
                1165,Hz,              -68.40, dBm,
                1330,Hz,              -64.26, dBm,
                1495,Hz,              -64.17, dBm,
                1660,Hz,              -67.59, dBm,
                1825,Hz,              -68.95, dBm,
                1990,Hz,              -69.84, dBm,
                2155,Hz,              -68.95, dBm,
                2320,Hz,              -68.53, dBm,
                2485,Hz,              -69.16, dBm,
                2650,Hz,              -67.07, dBm,
                2815,Hz,              -64.65, dBm,
                2980,Hz,              -64.63, dBm,
                3145,Hz,              -65.74, dBm,
                3310,Hz,              -67.09, dBm,
                3475,Hz,              -62.82, dBm,
                3640,Hz,              -62.03, dBm,
                3805,Hz,              -62.90, dBm,
                3970,Hz,              -69.70, dBm,
                4135,Hz,              -72.90, dBm,
                4300,Hz,              -72.41, dBm,
                4465,Hz,              -74.29, dBm,
                4630,Hz,              -73.20, dBm,
                4795,Hz,              -72.90, dBm,
                4960,Hz,              -73.14, dBm,
                5125,Hz,              -76.50, dBm,
                5290,Hz,              -77.52, dBm,
                5455,Hz,              -73.15, dBm,
                5620,Hz,              -73.57, dBm,
                5785,Hz,              -73.62, dBm,
                5950,Hz,              -73.19, dBm,
                6115,Hz,              -74.48, dBm,
                6280,Hz,              -74.46, dBm,
                6445,Hz,              -75.72, dBm,
                6610,Hz,              -75.47, dBm,
                6775,Hz,              -77.93, dBm,
                6940,Hz,              -77.08, dBm,
                7105,Hz,              -72.79, dBm,
                7270,Hz,              -72.79, dBm,
                7435,Hz,              -74.47, dBm,
                7600,Hz,              -73.54, dBm,
                7765,Hz,              -70.33, dBm,
                7930,Hz,              -70.42, dBm,
                8095,Hz,              -69.94, dBm,
                8260,Hz,              -69.79, dBm,
                8425,Hz,              -71.57, dBm,
                8590,Hz,              -81.92, dBm,
                8755,Hz,              -79.06, dBm,
                8920,Hz,              -78.13, dBm,
                9085,Hz,              -78.79, dBm,
                9250,Hz,              -75.39, dBm,
                9415,Hz,              -75.02, dBm,
                9580,Hz,              -75.16, dBm,
                9745,Hz,              -76.42, dBm,
                9910,Hz,              -80.71, dBm,
               10075,Hz,              -80.53, dBm,
               10240,Hz,              -75.78, dBm,
               10405,Hz,              -73.88, dBm,
               10570,Hz,              -74.50, dBm,
               10735,Hz,              -77.15, dBm,
               10900,Hz,              -77.45, dBm,
               11065,Hz,              -78.24, dBm,
               11230,Hz,              -73.94, dBm,
               11395,Hz,              -73.78, dBm,
               11560,Hz,              -77.22, dBm,
               11725,Hz,              -77.88, dBm,
               11890,Hz,              -78.65, dBm,
               12055,Hz,              -82.20, dBm,
               12220,Hz,              -82.79, dBm,
               12385,Hz,              -77.35, dBm,
               12550,Hz,              -77.31, dBm,
               12715,Hz,              -80.32, dBm,
               12880,Hz,              -79.83, dBm,
               13045,Hz,              -79.55, dBm,
               13210,Hz,              -81.95, dBm,
               13375,Hz,              -83.42, dBm,
               13540,Hz,              -83.45, dBm,
               13705,Hz,              -81.14, dBm,
               13870,Hz,              -75.54, dBm,
               14035,Hz,              -70.99, dBm,
               14200,Hz,              -71.22, dBm,
               14365,Hz,              -72.36, dBm,
               14530,Hz,              -70.73, dBm,
               14695,Hz,              -70.84, dBm,
               14860,Hz,              -73.91, dBm,
               15025,Hz,              -67.72, dBm,
               15190,Hz,              -67.56, dBm,
               15355,Hz,              -69.79, dBm,
               15520,Hz,              -75.32, dBm,
               15685,Hz,              -70.57, dBm,
               15850,Hz,              -70.57, dBm,
               16015,Hz,              -72.64, dBm,
               16180,Hz,              -80.34, dBm,
               16345,Hz,              -82.71, dBm,
               16510,Hz,              -82.71, dBm,
               16675,Hz,              -79.02, dBm,
               16840,Hz,              -77.79, dBm,
               17005,Hz,              -79.04, dBm,
               17170,Hz,              -84.15, dBm,
               17335,Hz,              -83.41, dBm,
               17500,Hz,              -79.86, dBm,
               17665,Hz,              -78.38, dBm,
               17830,Hz,              -78.38, dBm,
               17995,Hz,              -78.44, dBm,
               18160,Hz,              -79.41, dBm,
               18325,Hz,              -76.23, dBm,
               18490,Hz,              -75.60, dBm,
               18655,Hz,              -74.56, dBm,
               18820,Hz,              -74.63, dBm,
               18985,Hz,              -78.72, dBm,
               19150,Hz,              -85.53, dBm,
               19315,Hz,              -83.52, dBm,
               19480,Hz,              -83.61, dBm,
               19645,Hz,              -84.32, dBm,
               19810,Hz,              -81.77, dBm,
               19975,Hz,              -81.82, dBm,
               20140,Hz,              -84.40, dBm,
               20305,Hz,              -80.28, dBm,
               20470,Hz,              -79.92, dBm,
               20635,Hz,              -81.06, dBm,
               20800,Hz,              -77.59, dBm,
               20965,Hz,              -76.37, dBm,
               21130,Hz,              -77.11, dBm,
               21295,Hz,              -83.92, dBm,
               21460,Hz,              -86.82, dBm,
               21625,Hz,              -87.59, dBm,
               21790,Hz,              -83.98, dBm,
               21955,Hz,              -83.27, dBm,
               22120,Hz,              -87.24, dBm,
               22285,Hz,              -79.34, dBm,
               22450,Hz,              -77.40, dBm,
               22615,Hz,              -76.84, dBm,
               22780,Hz,              -77.20, dBm,
               22945,Hz,              -79.58, dBm,
               23110,Hz,              -82.77, dBm,
               23275,Hz,              -85.25, dBm,
               23440,Hz,              -84.83, dBm,
               23605,Hz,              -81.46, dBm,
               23770,Hz,              -81.51, dBm,
