Freq,,Amp,,
                1000,Hz,              -69.65, dBm,
                1165,Hz,              -67.94, dBm,
                1330,Hz,              -67.44, dBm,
                1495,Hz,              -67.46, dBm,
                1660,Hz,              -75.24, dBm,
                1825,Hz,              -67.64, dBm,
                1990,Hz,              -67.64, dBm,
                2155,Hz,              -71.66, dBm,
                2320,Hz,              -71.17, dBm,
                2485,Hz,              -70.73, dBm,
                2650,Hz,              -70.33, dBm,
                2815,Hz,              -70.63, dBm,
                2980,Hz,              -73.49, dBm,
                3145,Hz,              -74.27, dBm,
                3310,Hz,              -74.70, dBm,
                3475,Hz,              -74.38, dBm,
                3640,Hz,              -79.57, dBm,
                3805,Hz,              -71.83, dBm,
                3970,Hz,              -74.28, dBm,
                4135,Hz,              -75.30, dBm,
                4300,Hz,              -77.15, dBm,
                4465,Hz,              -73.09, dBm,
                4630,Hz,              -73.08, dBm,
                4795,Hz,              -72.42, dBm,
                4960,Hz,              -70.65, dBm,
                5125,Hz,              -71.30, dBm,
                5290,Hz,              -69.98, dBm,
                5455,Hz,              -72.50, dBm,
                5620,Hz,              -71.17, dBm,
                5785,Hz,              -73.75, dBm,
                5950,Hz,              -73.72, dBm,
                6115,Hz,              -73.20, dBm,
                6280,Hz,              -74.11, dBm,
                6445,Hz,              -72.65, dBm,
                6610,Hz,              -72.18, dBm,
                6775,Hz,              -73.63, dBm,
                6940,Hz,              -74.07, dBm,
                7105,Hz,              -74.17, dBm,
                7270,Hz,              -74.12, dBm,
                7435,Hz,              -71.97, dBm,
                7600,Hz,              -70.95, dBm,
                7765,Hz,              -74.14, dBm,
                7930,Hz,              -73.62, dBm,
                8095,Hz,              -75.61, dBm,
                8260,Hz,              -74.68, dBm,
                8425,Hz,              -72.84, dBm,
                8590,Hz,              -75.19, dBm,
                8755,Hz,              -72.83, dBm,
                8920,Hz,              -74.25, dBm,
                9085,Hz,              -76.60, dBm,
                9250,Hz,              -76.46, dBm,
                9415,Hz,              -76.87, dBm,
                9580,Hz,              -77.53, dBm,
                9745,Hz,              -76.76, dBm,
                9910,Hz,              -76.69, dBm,
               10075,Hz,              -79.58, dBm,
               10240,Hz,              -73.46, dBm,
               10405,Hz,              -76.76, dBm,
               10570,Hz,              -80.80, dBm,
               10735,Hz,              -80.10, dBm,
               10900,Hz,              -79.09, dBm,
               11065,Hz,              -84.72, dBm,
               11230,Hz,              -78.28, dBm,
               11395,Hz,              -79.95, dBm,
               11560,Hz,              -79.72, dBm,
               11725,Hz,              -81.60, dBm,
               11890,Hz,              -78.01, dBm,
               12055,Hz,              -77.06, dBm,
               12220,Hz,              -80.43, dBm,
               12385,Hz,              -81.29, dBm,
               12550,Hz,              -80.77, dBm,
               12715,Hz,              -73.92, dBm,
               12880,Hz,              -74.58, dBm,
               13045,Hz,              -76.06, dBm,
               13210,Hz,              -78.73, dBm,
               13375,Hz,              -82.11, dBm,
               13540,Hz,              -78.19, dBm,
               13705,Hz,              -81.55, dBm,
               13870,Hz,              -77.52, dBm,
               14035,Hz,              -78.95, dBm,
               14200,Hz,              -80.86, dBm,
               14365,Hz,              -81.21, dBm,
